Member id,No of Calls,Gender (F=1/M=0),income
24647,0,0,144486
24648,0,0,30503
24653,0,0,459550
24655,0,0,60071
24660,0,1,218339
24663,0,0,97882
24664,0,1,258741
24671,0,0,342056
24672,0,0,344701
24673,0,0,377680
24675,0,1,369765
24677,0,0,157155
24685,0,1,362739
24686,0,1,76087
24688,0,1,78697
24689,0,0,365243
24690,0,0,395217
24691,0,1,16720
24698,0,0,82132
24701,0,1,128962
24702,0,0,132194
24704,0,0,184917
24706,0,0,38398
24710,0,0,372160
24711,0,1,260572
24716,0,0,135008
24717,0,1,210237
24719,0,0,138838
24722,0,1,402725
24726,0,0,266938
24733,0,0,419918
24735,0,0,230473
24737,0,1,225314
24742,0,0,201673
24745,0,1,207681
24751,0,1,133931
24753,0,0,423990
24759,0,1,384304
24764,0,1,204285
24768,0,0,277122
24769,0,0,339051
24770,0,0,305983
24771,0,1,341253
24773,0,1,143911
24780,0,1,399376
24797,0,0,395969
24798,0,0,315686
24799,0,1,388544
24813,0,1,119484
24817,0,1,80018
24824,0,1,321635
24826,0,1,203758
24831,0,1,429493
24832,0,1,64604
24843,0,1,145895
24847,0,1,268356
24852,0,1,333849
24856,0,0,123664
24866,0,1,97843
24871,0,0,323730
24880,0,1,273113
24881,0,1,43211
24883,0,1,353650
24887,0,0,10264
24890,0,1,475638
24895,0,1,282955
24897,0,0,134333
24900,0,0,108831
24902,0,0,153427
24903,0,0,390403
24907,0,1,449080
24912,0,0,30217
24915,0,1,342551
24920,0,0,406205
24923,0,0,300868
24929,0,1,321948
24935,0,1,354435
24938,0,0,153710
24940,0,0,477708
24943,0,1,89508
24945,0,1,296393
24950,0,1,495554
24967,0,0,414945
24969,0,0,61510
24970,0,1,141698
24979,0,1,213070
24980,0,0,284486
24985,0,0,146194
24987,0,1,468663
24991,0,1,360353
24993,0,1,227378
24997,0,1,441080
24998,0,1,43179
24999,0,0,440235
25005,0,0,480921
25009,0,0,12430
25010,0,1,438022
25012,0,0,183410
25013,0,1,264805
25017,0,1,243253
25018,0,1,69042
25019,0,0,268187
25022,0,1,409684
25023,0,0,424518
25030,0,1,101451
25033,0,0,261170
25036,0,1,58724
25037,0,0,146680
25040,0,1,115540
25043,0,0,236301
25045,0,1,420661
25048,0,1,152637
25049,0,0,329652
25053,0,0,60885
25057,0,1,110590
25058,0,0,337356
25060,0,0,292837
25061,0,0,47918
25063,0,1,59564
25064,0,1,171417
25067,0,0,153391
25070,0,0,197270
25079,0,1,307072
25081,0,0,123164
25083,0,1,223725
25086,0,1,62993
25087,0,0,378500
25093,0,1,465258
25096,0,0,308789
25097,0,0,266939
25102,0,1,145158
25103,0,0,65510
25105,0,0,489078
25107,0,1,121925
25110,0,0,371015
25113,0,1,473006
25114,0,1,295458
25116,0,0,332918
25123,0,0,219735
25124,0,1,341379
25125,0,1,435061
25127,0,0,378226
25128,0,0,382534
25134,0,1,457524
25143,0,1,179881
25152,0,0,54724
25154,0,1,448145
25156,0,1,91912
25159,0,1,200501
25161,0,0,134501
25162,0,0,391205
25163,0,0,223205
25164,0,0,162367
25167,0,1,464797
25168,0,1,21204
25171,0,1,394621
25174,0,0,413981
25175,0,1,303087
25179,0,1,233144
25181,0,1,258072
25182,0,1,373327
25183,0,0,387197
25184,0,0,357330
25189,0,1,412090
25190,0,1,79304
25192,0,1,138846
25195,0,0,342799
25196,0,0,353280
25201,0,1,49543
25211,0,0,58148
25212,0,1,202484
25214,0,1,189070
25220,0,0,106982
25221,0,0,327494
25225,0,1,199808
25227,0,0,287087
25230,0,1,43850
25239,0,0,286398
25240,0,0,317167
25241,0,0,330505
25245,0,1,364233
25246,0,0,11060
25247,0,1,218248
25250,0,0,82434
25256,0,1,212836
25257,0,1,320871
25258,0,0,434782
25261,0,0,440804
25264,0,0,239623
25269,0,1,123593
25273,0,1,448463
25283,0,1,487793
25286,0,0,419217
25288,0,0,492137
25290,0,1,376177
25291,0,0,303101
25293,0,0,459421
25294,0,0,30446
25301,0,1,173542
25302,0,1,84324
25304,0,1,278223
25308,0,1,13781
25310,0,0,184785
25312,0,0,62998
25313,0,1,77622
25317,0,0,456486
25319,0,0,406061
25321,0,0,121506
25322,0,0,212026
25324,0,0,322017
25325,0,0,475066
25326,0,1,174149
25328,0,0,102464
25330,0,0,480420
25336,0,1,362809
25342,0,0,57480
25347,0,0,117632
25353,0,0,124071
25357,0,0,496440
25358,0,0,39644
25359,0,1,217821
25360,0,1,197848
25365,0,1,78711
25372,0,1,436162
25374,0,0,362190
25378,0,1,125209
25380,0,0,359595
25386,0,0,112219
25387,0,0,291254
25388,0,1,372367
25391,0,0,119829
25397,0,0,126479
25400,0,1,340103
25411,0,1,404396
25414,0,0,272451
25416,0,1,53722
25417,0,1,270580
25419,0,0,104796
25420,0,0,64053
25424,0,1,445970
25425,0,0,301258
25428,0,0,183760
25431,0,1,263355
25434,0,0,151531
25436,0,0,449035
25438,0,1,39560
25440,0,1,430505
25444,0,1,126948
25445,0,0,433027
25447,0,1,122777
25448,0,0,133548
25449,0,1,39173
25450,0,1,152490
25454,0,0,396813
25456,0,0,266030
25457,0,0,457780
25462,0,0,467129
25469,0,1,228645
25471,0,0,422041
25474,0,0,443507
25476,0,0,335902
25481,0,1,386985
25482,0,0,410036
25483,0,1,75617
25488,0,0,484892
25496,0,0,230946
25497,0,0,345237
25501,0,1,131220
25506,0,1,180455
25509,0,1,457198
25511,0,1,347641
25518,0,0,134321
25521,0,1,427165
25523,0,1,211045
25528,0,1,387943
25529,0,0,331764
25535,0,1,12449
25536,0,1,58203
25538,0,1,352607
25539,0,1,12682
25544,0,1,286041
25549,0,0,318909
25551,0,1,77033
25553,0,1,365827
25554,0,0,440421
25557,0,1,252485
25558,0,0,381967
25564,0,1,110892
25569,0,1,235213
25572,0,0,37266
25578,0,1,370893
25581,0,0,179025
25583,0,1,45856
25587,0,0,149527
25591,0,0,227976
25592,0,1,452218
25594,0,1,351355
25599,0,0,317898
25601,0,0,220115
25603,0,1,384158
25616,0,1,188909
25618,0,0,136967
25625,0,0,156955
25632,0,1,106767
25634,0,1,139042
25647,0,0,399883
25650,0,1,254137
25653,0,1,360642
25656,0,0,416656
25664,0,0,214004
25666,0,0,165938
25667,0,1,35104
25670,0,0,138769
25671,0,1,165023
25673,0,0,439596
25689,0,0,117457
25695,0,0,273170
25696,0,0,336295
25698,0,0,428725
25707,0,0,195296
25708,0,1,97941
25709,0,1,334737
25711,0,0,177918
25713,0,0,90468
25714,0,0,106611
25716,0,0,242655
25733,0,0,362342
25734,0,1,12378
25735,0,0,21603
25741,0,0,477562
25743,0,1,110586
25752,0,1,173578
25753,0,1,89365
25756,0,0,163208
25759,0,0,109579
25764,0,1,373358
25767,0,0,270675
25771,0,1,120970
25773,0,0,192712
25776,0,1,443155
25778,0,1,273299
25779,0,1,242719
25787,0,1,367493
25794,0,1,284656
25799,0,0,440600
25801,0,0,28196
25803,0,1,264518
25808,0,0,472320
25814,0,0,195943
25817,0,1,281035
25818,0,1,472327
25821,0,0,93358
25822,0,0,199029
25825,0,1,195614
25827,0,1,315215
25829,0,1,75909
25831,0,1,215097
25832,0,0,479432
25835,0,1,476584
25837,0,0,480288
25845,0,1,260065
25852,0,1,270964
25855,0,1,233847
25860,0,1,321447
25861,0,1,266211
25862,0,0,178889
25864,0,1,215601
25865,0,1,382833
25867,0,0,293134
25874,0,1,137474
25881,0,1,347938
25882,0,1,293126
25883,0,1,149858
25885,0,0,224424
25886,0,0,86717
25889,0,1,317541
25890,0,1,452022
25893,0,1,56474
25897,0,0,75059
25904,0,0,143898
25905,0,1,210857
25906,0,0,74797
25907,0,0,102579
25909,0,1,146368
25910,0,1,376052
25911,0,1,14453
25914,0,1,186261
25921,0,1,399581
25925,0,0,298967
25927,0,1,303615
25928,0,0,33377
25932,0,1,430625
25935,0,1,493906
25936,0,0,372507
25939,0,1,449366
25942,0,1,435094
25946,0,1,480428
25948,0,1,62803
25951,0,1,256880
25953,0,1,99758
25956,0,0,239863
25957,0,1,486243
25959,0,1,436162
25960,0,1,320743
25966,0,1,54593
25967,0,0,138312
25972,0,1,419602
25975,0,0,170403
25977,0,1,482955
25978,0,1,120549
25980,0,0,94016
25984,0,0,332675
25988,0,1,184382
25989,0,1,371282
25992,0,0,143141
25998,0,0,118206
26001,0,0,114905
26002,0,1,247703
26014,0,1,437683
26024,0,0,64407
26028,0,1,111339
26033,0,0,126870
26034,0,1,300455
26035,0,0,48822
26044,0,1,232379
26045,0,1,225028
26046,0,0,485961
26057,0,1,294887
26059,0,1,95015
26060,0,0,62185
26084,0,1,423074
26085,0,0,133815
26089,0,0,459305
26090,0,1,471596
26091,0,0,314697
26096,0,1,24167
26099,0,1,308512
26106,0,1,490717
26116,0,1,360982
26119,0,1,263564
26124,0,0,25980
26125,0,1,325718
26132,0,0,314768
26141,0,0,272328
26143,0,1,129376
26144,0,1,143106
26145,0,1,138292
26156,0,0,74043
26159,0,0,226023
26166,0,1,413323
26168,0,1,378314
26169,0,1,429144
26172,0,1,377702
26173,0,1,13261
26176,0,0,273195
26179,0,1,444243
26181,0,0,421949
26183,0,1,28119
26192,0,0,249798
26193,0,1,52504
26197,0,0,389370
26201,0,0,270747
26206,0,0,435927
26217,0,0,490519
26220,0,1,283420
26221,0,1,316215
26223,0,0,498005
26232,0,0,302888
26234,0,1,451561
26237,0,1,412380
26240,0,0,343052
26243,0,0,245199
26247,0,1,302581
26256,0,1,221639
26263,0,1,357287
26266,0,0,41575
26271,0,0,255952
26272,0,1,276018
26273,0,1,414790
26276,0,0,407708
26279,0,0,259539
26284,0,0,300690
26286,0,0,113167
26290,0,1,117432
26291,0,0,52205
26292,0,1,449346
26293,0,1,400202
26295,0,1,62791
26296,0,1,365435
26298,0,0,358618
26301,0,1,264015
26307,0,0,370397
26309,0,0,117450
26314,0,1,344473
26317,0,0,478279
26320,0,0,167826
26326,0,0,173639
26327,0,1,155516
26329,0,0,20027
26330,0,1,331385
26331,0,0,145759
26332,0,0,494277
26334,0,1,208828
26335,0,0,255795
26337,0,0,319812
26342,0,1,437724
26344,0,0,93117
26350,0,0,197634
26353,0,1,361616
26354,0,1,229265
26356,0,0,200618
26360,0,1,404252
26363,0,0,351605
26369,0,0,233789
26371,0,1,368064
26376,0,1,479157
26377,0,0,341146
26386,0,0,431249
26388,0,0,217546
26396,0,0,416754
26406,0,0,446481
26407,0,1,227632
26411,0,0,242144
26413,0,0,177939
26414,0,0,272762
26423,0,1,235479
26426,0,0,401537
26428,0,1,19739
26430,0,0,220164
26435,0,1,221578
26436,0,0,343617
26440,0,1,334951
26443,0,0,14885
26461,0,1,200058
26466,0,1,72373
26470,0,1,197446
26472,0,1,67630
26474,0,0,466656
26475,0,1,463881
26476,0,0,275285
26477,0,0,84746
26480,0,1,101876
26487,0,0,30576
26492,0,0,358111
26505,0,1,237635
26509,0,0,124841
26511,0,1,290376
26515,0,1,316835
26517,0,0,454614
26524,0,0,401864
26527,0,1,145618
26529,0,0,175566
26532,0,0,283266
26536,0,1,47076
26540,0,0,275825
26547,0,0,297284
26551,0,0,26418
26552,0,1,42349
26554,0,1,433007
26557,0,0,161866
26559,0,1,496221
26563,0,0,74374
26564,0,0,468971
26565,0,1,440946
26568,0,0,14832
26575,0,1,308214
26582,0,1,299654
26591,0,1,186791
26592,0,1,242526
26596,0,1,233939
26601,0,1,162075
26603,0,0,131591
26604,0,1,99061
26614,0,1,433969
26618,0,1,21892
26621,0,0,287603
26622,0,1,315622
26625,0,1,40133
26629,0,1,311823
26632,0,0,472134
26634,0,0,421510
26636,0,0,368215
26637,0,1,327862
26638,0,1,142111
26644,0,0,86196
26647,0,0,125301
26652,0,0,73338
26653,0,1,64011
26655,0,1,390872
26657,0,1,36683
26663,0,1,148385
26667,0,1,477556
26670,0,1,204406
26671,0,1,225308
26672,0,1,66613
26677,0,0,193751
26681,0,0,347713
26683,0,0,304826
26684,0,1,83033
26688,0,0,164846
26690,0,0,96464
26692,0,0,223967
26693,0,1,135215
26695,0,0,278800
26700,0,0,228841
26706,0,0,150909
26709,0,1,238419
26714,0,1,331003
26716,0,1,136722
26726,0,1,74968
26728,0,1,76594
26729,0,0,364068
26730,0,1,166255
26731,0,1,82700
26732,0,0,279766
26733,0,1,307998
26735,0,1,21473
26739,0,1,19513
26754,0,0,191223
26757,0,1,49461
26761,0,1,468950
26762,0,1,345530
26773,0,1,368001
26775,0,0,85927
26778,0,0,320746
26780,0,1,179956
26781,0,0,91798
26783,0,1,358377
26785,0,0,103717
26791,0,1,403293
26792,0,0,301082
26795,0,1,206303
26800,0,1,487318
26801,0,0,223035
26804,0,0,383935
26808,0,1,294869
26810,0,1,124928
26816,0,0,431606
26818,0,1,173661
26835,0,0,145184
26837,0,0,497448
26841,0,1,162117
26845,0,0,235680
26850,0,1,337449
26851,0,1,159100
26854,0,1,251965
26856,0,1,134218
26857,0,0,61884
26861,0,1,263820
26862,0,0,350761
26865,0,0,46230
26875,0,0,147644
26876,0,1,469618
26877,0,0,51511
26878,0,1,146406
26879,0,0,114414
26885,0,0,220117
26893,0,1,87701
26898,0,1,338942
26902,0,0,199155
26909,0,1,262463
26910,0,0,351415
26920,0,0,108395
26922,0,0,306084
26923,0,0,147889
26924,0,1,201513
26926,0,1,445251
26927,0,1,447999
26936,0,0,228986
26938,0,0,445566
26943,0,0,453228
26947,0,0,389059
26950,0,1,119823
26959,0,1,169225
26963,0,0,85349
26964,0,0,431035
26967,0,0,44696
26968,0,1,151153
26970,0,1,282320
26972,0,0,420012
26973,0,1,366256
26978,0,1,75503
26982,0,0,88617
26985,0,1,177681
26987,0,1,271058
26990,0,1,339417
26992,0,1,227275
26993,0,0,475166
26995,0,1,271172
26999,0,1,131719
27000,0,0,233288
27003,0,0,488432
27006,0,0,172808
27007,0,0,52455
27008,0,1,382072
27009,0,1,497135
27016,0,1,226969
27019,0,0,454840
27021,0,0,117585
27024,0,0,202366
27025,0,0,97049
27037,0,1,419447
27040,0,0,447042
27041,0,0,145253
27042,0,1,390288
27046,0,1,33815
27047,0,1,348050
27051,0,1,22418
27053,0,0,268204
27054,0,0,200974
27056,0,1,198072
27057,0,1,137409
27059,0,0,185808
27063,0,0,234552
27064,0,1,481943
27065,0,0,58913
27069,0,1,339590
27073,0,0,128509
27078,0,1,439624
27079,0,0,29569
27090,0,1,227220
27091,0,1,283623
27093,0,1,46129
27094,0,0,141651
27099,0,0,299388
27107,0,0,471047
27110,0,0,129818
27122,0,1,407231
27123,0,0,306541
27124,0,0,436713
27127,0,0,495955
27129,0,0,58450
27132,0,0,109549
27133,0,1,273088
27137,0,0,221280
27140,0,1,350895
27143,0,0,375190
27144,0,0,493448
27145,0,0,206894
27155,0,1,108639
27156,0,1,174634
27158,0,0,369423
27160,0,0,491196
27161,0,0,371898
27168,0,1,388085
27169,0,1,107389
27179,0,0,27684
27183,0,1,17129
27185,0,0,22533
27189,0,0,227989
27193,0,0,442327
27194,0,0,320002
27202,0,0,260057
27203,0,0,62624
27206,0,0,224242
27207,0,1,465994
27208,0,0,131911
27222,0,1,151129
27223,0,1,422710
27226,0,1,147371
27228,0,0,430505
27233,0,0,107337
27235,0,1,413787
27237,0,1,97053
27239,0,0,338557
27240,0,1,264381
27242,0,1,356841
27245,0,1,14796
27246,0,1,293291
27247,0,0,380679
27249,0,1,83967
27251,0,0,315123
27254,0,0,239115
27256,0,1,84169
27263,0,0,16980
27265,0,1,70155
27267,0,1,309608
27268,0,1,171566
27275,0,0,412958
27277,0,0,148250
27278,0,1,225847
27280,0,1,352532
27285,0,0,467065
27289,0,0,166038
27291,0,0,275196
27295,0,1,134524
27300,0,1,288745
27301,0,1,243513
27302,0,0,59804
27305,0,1,479643
27306,0,0,48374
27307,0,1,67989
27308,0,0,86981
27309,0,0,303507
27313,0,0,217887
27316,0,0,233242
27317,0,1,221714
27318,0,0,427247
27330,0,1,445864
27331,0,1,387720
27333,0,1,250127
27336,0,1,89158
27342,0,0,199662
27343,0,1,312709
27348,0,1,291024
27349,0,0,166021
27350,0,1,327184
27354,0,0,349438
27356,0,1,264933
27358,0,1,374544
27361,0,0,88097
27365,0,1,409616
27366,0,0,478259
27371,0,1,475997
27376,0,1,89683
27377,0,0,180544
27381,0,1,448752
27387,0,1,327151
27388,0,1,260268
27397,0,0,172066
27398,0,1,352254
27404,0,1,328370
27408,0,1,97740
27414,0,1,265862
27416,0,0,472342
27417,0,0,323881
27425,0,0,241458
27427,0,0,297734
27428,0,0,126897
27433,0,0,198933
27439,0,1,207642
27446,0,0,308336
27460,0,1,478472
27466,0,0,392967
27473,0,0,316955
27474,0,0,91332
27475,0,0,377900
27484,0,1,414292
27487,0,1,348315
27494,0,0,55956
27499,0,0,386254
27508,0,0,386936
27512,0,1,255668
27514,0,0,235583
27515,0,0,236951
27516,0,0,13733
27518,0,1,72012
27520,0,1,250961
27526,0,0,207837
27542,0,1,64771
27543,0,0,451874
27548,0,1,224498
27552,0,0,124860
27554,0,1,219498
27558,0,0,493987
27561,0,1,27334
27564,0,1,57473
27567,0,1,167042
27569,0,0,356109
27572,0,1,169700
27578,0,0,93911
27580,0,1,241574
27588,0,1,38814
27590,0,1,91783
27591,0,1,270652
27601,0,0,264526
27604,0,1,163538
27610,0,1,38638
27619,0,0,202499
27621,0,1,154955
27623,0,1,409726
27624,0,0,319007
27626,0,0,23960
27629,0,1,20003
27632,0,0,365176
27633,0,0,227759
27638,0,0,289466
27639,0,0,221584
27641,0,1,293321
27644,0,0,64702
27646,0,0,330219
27648,0,0,418638
27650,0,1,308707
27651,0,0,389518
27654,0,1,351552
27658,0,1,437048
27664,0,0,387476
27666,0,1,316075
27667,0,1,340667
27674,0,0,128247
27677,0,0,92587
27679,0,1,452309
27680,0,0,273997
27681,0,1,385250
27689,0,1,146972
27692,0,0,381670
27694,0,0,142158
27697,0,1,492886
27698,0,0,126223
27700,0,0,302118
27702,0,0,130813
27712,0,1,153823
27713,0,0,275391
27719,0,1,152791
27727,0,0,150702
27731,0,1,271539
27732,0,0,408921
27733,0,0,314659
27734,0,1,198359
27735,0,1,11474
27737,0,1,163323
27739,0,1,349328
27740,0,0,99950
27742,0,0,367076
27743,0,0,248241
27747,0,0,357837
27750,0,0,491585
27754,0,0,60729
27757,0,1,418914
27763,0,1,442915
27768,0,1,424930
27772,0,1,432011
27776,0,1,175464
27780,0,0,395381
27781,0,0,332571
27783,0,1,252411
27786,0,1,289394
27793,0,0,132338
27795,0,1,31311
27796,0,1,210075
27798,0,1,36527
27806,0,1,89199
27808,0,0,338180
27812,0,1,107295
27813,0,0,340633
27817,0,0,210362
27819,0,0,470727
27821,0,0,213562
27827,0,1,395583
27839,0,1,103717
27842,0,1,164515
27843,0,0,157068
27854,0,1,59082
27855,0,1,26429
27856,0,1,367282
27863,0,1,365597
27869,0,1,245805
27870,0,1,267203
27871,0,0,327221
27872,0,0,436496
27873,0,0,425085
27876,0,1,459430
27879,0,0,90365
27881,0,1,440859
27885,0,0,167842
27886,0,0,93914
27889,0,1,183133
27896,0,0,446100
27899,0,1,435143
27902,0,0,373437
27904,0,1,346429
27905,0,1,406346
27907,0,0,244628
27912,0,0,467086
27914,0,0,14377
27916,0,1,127304
27920,0,0,158373
27924,0,0,262959
27927,0,1,153284
27928,0,1,199788
27931,0,0,71363
27932,0,0,22367
27936,0,0,284451
27938,0,0,315859
27940,0,1,17620
27942,0,1,10213
27951,0,1,203969
27952,0,0,279268
27980,0,1,163257
27985,0,0,401394
27987,0,0,51021
27989,0,0,10760
27990,0,1,34627
27998,0,1,341845
28006,0,1,15540
28010,0,1,346266
28030,0,1,419294
28033,0,0,53584
28035,0,1,496518
28037,0,0,71591
28039,0,1,182602
28041,0,1,256911
28043,0,1,476479
28044,0,0,416526
28049,0,1,117101
28053,0,0,112260
28055,0,0,398906
28056,0,0,78600
28057,0,1,372368
28059,0,0,77689
28080,0,0,316997
28082,0,1,237044
28087,0,1,123814
28097,0,1,224294
28101,0,1,47782
28107,0,1,322600
28113,0,1,454220
28115,0,1,131398
28117,0,0,20255
28119,0,1,65723
28121,0,0,474898
28122,0,1,478359
28124,0,0,104317
28128,0,0,110313
28130,0,1,421531
28134,0,1,74372
28136,0,0,491625
28142,0,1,172513
28145,0,1,423666
28146,0,1,103223
28147,0,0,334574
28154,0,1,367768
28155,0,1,448525
28161,0,1,262038
28170,0,1,190597
28172,0,0,254656
28176,0,0,449699
28179,0,1,433546
28198,0,1,420203
28200,0,1,39921
28202,0,0,433761
28203,0,0,232286
28206,0,1,386577
28207,0,0,11558
28210,0,0,224805
28211,0,0,298671
28213,0,1,366157
28218,0,0,60944
28219,0,0,453444
28221,0,1,310438
28224,0,1,39384
28227,0,1,475411
28228,0,0,241501
28234,0,1,246393
28236,0,0,209234
28241,0,1,343152
28242,0,0,332545
28243,0,1,475865
28247,0,1,101964
28248,0,1,204808
28253,0,1,116893
28259,0,0,125542
28261,0,1,114495
28262,0,1,215020
28265,0,0,55407
28266,0,0,212960
28273,0,1,161578
28274,0,0,345253
28278,0,0,104621
28280,0,0,16615
28282,0,1,136511
28285,0,1,452124
28288,0,1,265803
28293,0,0,207475
28295,0,0,148292
28300,0,1,417290
28301,0,0,176500
28303,0,1,443400
28304,0,0,257668
28306,0,1,47407
28323,0,0,236359
28324,0,0,239053
28327,0,0,29727
28331,0,0,115398
28333,0,0,234220
28335,0,1,392666
28347,0,1,249767
28348,0,1,148474
28351,0,0,310105
28352,0,0,357838
28355,0,0,498237
28359,0,0,162590
28364,0,0,45040
28365,0,0,155460
28367,0,1,481719
28370,0,0,144631
28372,0,1,247242
28374,0,1,39714
28377,0,1,13655
28378,0,0,176199
28381,0,1,238394
28382,0,1,86429
28384,0,0,131976
28388,0,0,37824
28390,0,0,401157
28393,0,1,391833
28394,0,0,138292
28398,0,1,160991
28400,0,0,414503
28408,0,0,24272
28411,0,0,378898
28413,0,0,382629
28417,0,0,145904
28425,0,0,194276
28428,0,0,216489
28436,0,0,37727
28437,0,0,286425
28450,0,1,307652
28452,0,0,24438
28453,0,0,52984
28454,0,0,223511
28459,0,1,190068
28460,0,0,394620
28462,0,0,159767
28465,0,1,306004
28467,0,0,54893
28470,0,0,125509
28471,0,1,92590
28474,0,0,202763
28476,0,1,339158
28478,0,0,270501
28480,0,0,260611
28481,0,0,239401
28489,0,0,388943
28492,0,1,19533
28498,0,1,78944
28505,0,1,320280
28513,0,0,182740
28517,0,0,425934
28518,0,1,258516
28521,0,0,117475
28526,0,0,266020
28527,0,0,310537
28529,0,0,447049
28530,0,1,378319
28531,0,0,243515
28534,0,0,275432
28535,0,1,177238
28539,0,1,453860
28540,0,1,159607
28548,0,0,390848
28552,0,1,392237
28557,0,1,360937
28563,0,0,276247
28569,0,1,336978
28570,0,1,86701
28573,0,1,420170
28574,0,0,231089
28577,0,0,327464
28582,0,0,242528
28583,0,1,201489
28596,0,0,379811
28602,0,1,65487
28605,0,0,438360
28607,0,1,451406
28618,0,0,426034
28619,0,1,314355
28622,0,0,271554
28625,0,0,301611
28629,0,0,313099
28631,0,1,368488
28633,0,0,178623
28635,0,1,274840
28641,0,1,454894
28653,0,0,10644
28654,0,0,104501
28656,0,0,254607
28661,0,1,365602
28665,0,1,415767
28666,0,0,271959
28667,0,0,320869
28668,0,0,346559
28682,0,1,380723
28684,0,1,216433
28690,0,1,16209
28691,0,0,400629
28692,0,1,177956
28698,0,1,327720
28702,0,0,421561
28706,0,1,283821
28711,0,1,335049
28714,0,1,179781
28716,0,0,272787
28717,0,1,139532
28724,0,1,173107
28725,0,1,258009
28732,0,0,114992
28737,0,1,393283
28740,0,1,187329
28742,0,0,490885
28743,0,1,282355
28747,0,1,60067
28748,0,1,65702
28753,0,1,336806
28762,0,0,134926
28772,0,0,194993
28773,0,1,350221
28776,0,0,334124
28779,0,1,355089
28780,0,1,385034
28784,0,1,127967
28786,0,1,17556
28790,0,1,322512
28792,0,0,186427
28795,0,1,77846
28799,0,1,406882
28800,0,0,181151
28802,0,0,131992
28805,0,0,150597
28816,0,0,174825
28817,0,1,168600
28825,0,0,11063
28829,0,0,212856
28834,0,0,113335
28835,0,0,433077
28839,0,1,25900
28840,0,0,93223
28841,0,1,16260
28843,0,1,413526
28845,0,1,328951
28846,0,0,366884
28852,0,1,337751
28854,0,1,386143
28858,0,1,377784
28863,0,1,368457
28864,0,1,303026
28867,0,0,327057
28870,0,1,344597
28871,0,1,221478
28876,0,1,37758
28878,0,0,452577
28879,0,1,438245
28882,0,1,84844
28897,0,0,314828
28900,0,1,490051
28903,0,1,366749
28907,0,1,141992
28909,0,0,316022
28911,0,1,152946
28915,0,0,388561
28919,0,1,81365
28922,0,0,285504
28925,0,0,71464
28931,0,0,113237
28932,0,0,288619
28934,0,1,290724
28935,0,1,208873
28940,0,1,21089
28949,0,1,200833
28955,0,1,249682
28959,0,0,289470
28964,0,1,96676
28965,0,0,287684
28967,0,1,201060
28968,0,0,30762
28970,0,1,350462
28974,0,0,318971
28975,0,1,236191
28978,0,0,124126
28979,0,1,267924
28980,0,1,356877
28981,0,0,486982
28983,0,0,285318
28986,0,0,187346
28989,0,1,427894
28990,0,0,120433
28991,0,0,159074
28998,0,1,480273
29012,0,0,308608
29014,0,0,181260
29017,0,0,190415
29018,0,0,344561
29020,0,1,426150
29021,0,1,441981
29022,0,1,399993
29023,0,0,193586
29024,0,0,267706
29027,0,1,417531
29028,0,0,172708
29030,0,1,49071
29032,0,0,451873
29036,0,0,202883
29039,0,1,421902
29040,0,1,43352
29041,0,1,444790
29046,0,0,349976
29051,0,0,292423
29054,0,0,400357
29057,0,1,76251
29058,0,1,282469
29060,0,1,403720
29061,0,1,139957
29065,0,0,86031
29066,0,1,226944
29067,0,1,131466
29071,0,1,365591
29075,0,0,255815
29092,0,0,395286
29094,0,1,188947
29095,0,0,229874
29098,0,0,163928
29100,0,0,349360
29103,0,0,341780
29104,0,1,265796
29109,0,0,325374
29116,0,0,225210
29117,0,1,232772
29123,0,1,33763
29126,0,1,204057
29133,0,1,269837
29138,0,0,196555
29140,0,0,348215
29141,0,0,25425
29150,0,1,289051
29155,0,0,419191
29156,0,0,425939
29158,0,0,322089
29161,0,0,420985
29165,0,0,127744
29169,0,0,452760
29171,0,1,453255
29176,0,1,352413
29190,0,1,151657
29196,0,0,286021
29198,0,0,349566
29209,0,0,383007
29214,0,0,267385
29219,0,0,191197
29221,0,1,167062
29231,0,0,458957
29233,0,0,32407
29235,0,1,97638
29237,0,1,166336
29240,0,1,348949
29241,0,1,412357
29246,0,1,127360
29248,0,1,246770
29249,0,0,157315
29252,0,1,459726
29254,0,1,30160
29255,0,0,24383
29258,0,0,317771
29261,0,1,434424
29264,0,1,153686
29268,0,0,429070
29269,0,1,352613
29272,0,0,36468
29275,0,0,143742
29279,0,1,375490
29287,0,1,199129
29289,0,1,215698
29298,0,0,41525
29309,0,0,339727
29310,0,1,21433
29325,0,1,450925
29326,0,1,214238
29327,0,0,244094
29330,0,0,442449
29338,0,0,352352
29343,0,0,197844
29361,0,1,99425
29362,0,0,140643
29366,0,0,151816
29367,0,1,345760
29372,0,1,379992
29373,0,0,435759
29383,0,1,225082
29385,0,0,422070
29392,0,0,458439
29398,0,1,215102
29403,0,1,405198
29407,0,1,113260
29411,0,0,305365
29416,0,0,52488
29420,0,0,76724
29424,0,1,157466
29426,0,0,266273
29428,0,1,273845
29430,0,1,21968
29433,0,1,13494
29439,0,0,419426
29440,0,0,280267
29443,0,1,195096
29448,0,0,109849
29450,0,1,333650
29451,0,1,484251
29453,0,1,428771
29454,0,0,419684
29456,0,0,274211
29462,0,0,30217
29464,0,0,381513
29467,0,1,437092
29471,0,0,81261
29475,0,1,241994
29479,0,0,30222
29482,0,0,222148
29490,0,0,80670
